university,year,rank_display,ranking,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,lat,lng,_merge
Princeton University,2022,20,20,88.599998,https://www.topuniversities.com/universities/princeton-university,United States,Princeton,North America,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,Private,Very High,8,"1,912",M,"1,050",25.5396,-80.397102,matched (3)
Princeton University,2018,13,13,91,https://www.topuniversities.com/universities/princeton-university,United States,Princeton,North America,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,Private,Very High,8,"1,912",M,"1,050",25.5396,-80.397102,matched (3)
Princeton University,2017,11,11,92.800003,https://www.topuniversities.com/universities/princeton-university,United States,Princeton,North America,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,Private,Very High,8,"1,912",M,"1,050",25.5396,-80.397102,matched (3)
Princeton University,2021,12,12,91,https://www.topuniversities.com/universities/princeton-university,United States,Princeton,North America,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,Private,Very High,8,"1,912",M,"1,050",25.5396,-80.397102,matched (3)
Princeton University,2020,13,13,90.900002,https://www.topuniversities.com/universities/princeton-university,United States,Princeton,North America,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,Private,Very High,8,"1,912",M,"1,050",25.5396,-80.397102,matched (3)
Princeton University,2019,13,13,90.900002,https://www.topuniversities.com/universities/princeton-university,United States,Princeton,North America,https://www.topuniversities.com/sites/default/files/princeton-university_508_small.jpg,Private,Very High,8,"1,912",M,"1,050",25.5396,-80.397102,matched (3)
Brown University,2021,60,60,70,https://www.topuniversities.com/universities/brown-university,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,Private,Very High,7,"2,002",M,"1,389",41.823002,-71.418701,matched (3)
Brown University,2020,57,57,71.5,https://www.topuniversities.com/universities/brown-university,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,Private,Very High,7,"2,002",M,"1,389",41.823002,-71.418701,matched (3)
Brown University,2019,56,56,72,https://www.topuniversities.com/universities/brown-university,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,Private,Very High,7,"2,002",M,"1,389",41.823002,-71.418701,matched (3)
Brown University,2022,60,60,71.300003,https://www.topuniversities.com/universities/brown-university,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,Private,Very High,7,"2,002",M,"1,389",41.823002,-71.418701,matched (3)
Brown University,2018,53,53,76.5,https://www.topuniversities.com/universities/brown-university,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,Private,Very High,7,"2,002",M,"1,389",41.823002,-71.418701,matched (3)
Brown University,2017,49,49,77.800003,https://www.topuniversities.com/universities/brown-university,United States,Providence,North America,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,Private,Very High,7,"2,002",M,"1,389",41.823002,-71.418701,matched (3)
University of Reading,2019,195,195,44.400002,https://www.topuniversities.com/universities/university-reading,United Kingdom,Reading,Europe,https://www.topuniversities.com/sites/default/files/university-of-reading_517_small.jpg,Public,Very High,12,"5,007",L,"1,325",51.454201,-0.97310001,matched (3)
University of Reading,2018,188,188,49.099998,https://www.topuniversities.com/universities/university-reading,United Kingdom,Reading,Europe,https://www.topuniversities.com/sites/default/files/university-of-reading_517_small.jpg,Public,Very High,12,"5,007",L,"1,325",51.454201,-0.97310001,matched (3)
University of Reading,2017,175,175,50,https://www.topuniversities.com/universities/university-reading,United Kingdom,Reading,Europe,https://www.topuniversities.com/sites/default/files/university-of-reading_517_small.jpg,Public,Very High,12,"5,007",L,"1,325",51.454201,-0.97310001,matched (3)
University of Rochester,2019,184,184,45.5,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,Private,Very High,5,"3,644",M,"1,853",43.167999,-77.616203,matched (3)
University of Rochester,2022,154,154,50.299999,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,Private,Very High,5,"3,644",M,"1,853",43.167999,-77.616203,matched (3)
University of Rochester,2020,170,170,47.299999,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,Private,Very High,5,"3,644",M,"1,853",43.167999,-77.616203,matched (3)
University of Rochester,2021,165,165,46.900002,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,Private,Very High,5,"3,644",M,"1,853",43.167999,-77.616203,matched (3)
University of Rochester,2018,186,186,49.299999,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,Private,Very High,5,"3,644",M,"1,853",43.167999,-77.616203,matched (3)
University of Rochester,2017,185,185,48.599998,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,Private,Very High,5,"3,644",M,"1,853",43.167999,-77.616203,matched (3)
Sapienza University of Rome,2021,171,171,46.099998,https://www.topuniversities.com/universities/sapienza-university-rome,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_small.jpg,Public,Very High,23,"5,960",XL,"3,287",41.893101,12.4828,matched (3)
Sapienza University of Rome,2022,171,171,47.200001,https://www.topuniversities.com/universities/sapienza-university-rome,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_small.jpg,Public,Very High,23,"5,960",XL,"3,287",41.893101,12.4828,matched (3)
Erasmus University Rotterdam ,2019,179,179,46.099998,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,"5,932",L,"2,699",51.922501,4.4791999,matched (3)
Erasmus University Rotterdam ,2020,183,183,46.099998,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,"5,932",L,"2,699",51.922501,4.4791999,matched (3)
Erasmus University Rotterdam ,2018,147,147,54.400002,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,"5,932",L,"2,699",51.922501,4.4791999,matched (3)
Erasmus University Rotterdam ,2021,197,197,43.099998,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,"5,932",L,"2,699",51.922501,4.4791999,matched (3)
Erasmus University Rotterdam ,2017,144,144,55.5,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,"5,932",L,"2,699",51.922501,4.4791999,matched (3)
Erasmus University Rotterdam ,2022,179,179,46.299999,https://www.topuniversities.com/universities/erasmus-university-rotterdam,Netherlands,Rotterdam,Europe,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,Public,Very High,11,"5,932",L,"2,699",51.922501,4.4791999,matched (3)
CentraleSupélec,2020,139,139,52.299999,https://www.topuniversities.com/universities/centralesupelec,France,Saint-Aubin,Europe,https://www.topuniversities.com/sites/default/files/centralesuplec_173_small.jpg,Public,Very High,,"1,068",S,552,46.9506,4.7076001,master only (1)
CentraleSupélec,2017,164,164,52.299999,https://www.topuniversities.com/universities/centralesupelec,France,Saint-Aubin,Europe,https://www.topuniversities.com/sites/default/files/centralesuplec_173_small.jpg,Public,Very High,,"1,068",S,552,46.9506,4.7076001,master only (1)
CentraleSupélec,2021,138,138,52.299999,https://www.topuniversities.com/universities/centralesupelec,France,Saint-Aubin,Europe,https://www.topuniversities.com/sites/default/files/centralesuplec_173_small.jpg,Public,Very High,,"1,068",S,552,46.9506,4.7076001,master only (1)
CentraleSupélec,2019,137,137,52.299999,https://www.topuniversities.com/universities/centralesupelec,France,Saint-Aubin,Europe,https://www.topuniversities.com/sites/default/files/centralesuplec_173_small.jpg,Public,Very High,,"1,068",S,552,46.9506,4.7076001,master only (1)
CentraleSupélec,2018,177,177,52.299999,https://www.topuniversities.com/universities/centralesupelec,France,Saint-Aubin,Europe,https://www.topuniversities.com/sites/default/files/centralesuplec_173_small.jpg,Public,Very High,,"1,068",S,552,46.9506,4.7076001,master only (1)
"University of California, San Diego (UCSD)",2020,45,45,76.599998,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,Public,Very High,8,"8,567",XL,"4,545",32.8312,-117.1225,matched (3)
"University of California, San Diego (UCSD)",2018,38,38,80.800003,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,Public,Very High,8,"8,567",XL,"4,545",32.8312,-117.1225,matched (3)
"University of California, San Diego (UCSD)",2019,41,41,78.599998,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,Public,Very High,8,"8,567",XL,"4,545",32.8312,-117.1225,matched (3)
"University of California, San Diego (UCSD)",2017,40,40,80.599998,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,Public,Very High,8,"8,567",XL,"4,545",32.8312,-117.1225,matched (3)
"University of California, San Diego (UCSD)",2021,54,54,71.199997,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,Public,Very High,8,"8,567",XL,"4,545",32.8312,-117.1225,matched (3)
"University of California, San Diego (UCSD)",2022,48,48,76.099998,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,Public,Very High,8,"8,567",XL,"4,545",32.8312,-117.1225,matched (3)
"University of California, Santa Barbara (UCSB)",2017,118,118,59.400002,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,North America,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,Public,Very High,16,"4,309",L,"1,597",34.428501,-119.7202,matched (3)
"University of California, Santa Barbara (UCSB)",2020,135,135,52.299999,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,North America,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,Public,Very High,16,"4,309",L,"1,597",34.428501,-119.7202,matched (3)
"University of California, Santa Barbara (UCSB)",2021,152,152,50.200001,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,North America,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,Public,Very High,16,"4,309",L,"1,597",34.428501,-119.7202,matched (3)
"University of California, Santa Barbara (UCSB)",2022,146,146,51.200001,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,North America,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,Public,Very High,16,"4,309",L,"1,597",34.428501,-119.7202,matched (3)
"University of California, Santa Barbara (UCSB)",2019,132,132,52.900002,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,North America,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,Public,Very High,16,"4,309",L,"1,597",34.428501,-119.7202,matched (3)
"University of California, Santa Barbara (UCSB)",2018,134,134,56.900002,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,North America,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,Public,Very High,16,"4,309",L,"1,597",34.428501,-119.7202,matched (3)
Pontificia Universidad Católica de Chile (UC),2021,121,121,53.799999,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12,"1,072",L,"2,343",-33.450001,-70.666702,matched (3)
Universidad de Chile,2021,180,180,45.599998,https://www.topuniversities.com/universities/universidad-de-chile,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,Public,Very High,15,"1,697",XL,"2,412",-33.450001,-70.666702,matched (3)
Pontificia Universidad Católica de Chile (UC),2017,147,147,54.700001,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12,"1,072",L,"2,343",-33.450001,-70.666702,matched (3)
Pontificia Universidad Católica de Chile (UC),2019,132,132,52.900002,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12,"1,072",L,"2,343",-33.450001,-70.666702,matched (3)
Pontificia Universidad Católica de Chile (UC),2022,135,135,53.599998,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12,"1,072",L,"2,343",-33.450001,-70.666702,matched (3)
Universidad de Chile,2022,183,183,46,https://www.topuniversities.com/universities/universidad-de-chile,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,Public,Very High,15,"1,697",XL,"2,412",-33.450001,-70.666702,matched (3)
Pontificia Universidad Católica de Chile (UC),2020,127,127,53.400002,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12,"1,072",L,"2,343",-33.450001,-70.666702,matched (3)
Universidad de Chile,2017,200,200,46.700001,https://www.topuniversities.com/universities/universidad-de-chile,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,Public,Very High,15,"1,697",XL,"2,412",-33.450001,-70.666702,matched (3)
Universidad de Chile,2020,189,189,45,https://www.topuniversities.com/universities/universidad-de-chile,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,Public,Very High,15,"1,697",XL,"2,412",-33.450001,-70.666702,matched (3)
Pontificia Universidad Católica de Chile (UC),2018,137,137,56,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,Private,Very High,12,"1,072",L,"2,343",-33.450001,-70.666702,matched (3)
Hokkaido University,2021,139,139,52.200001,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7,"1,984",L,"2,476",43.062099,141.3544,matched (3)
Hokkaido University,2019,128,128,53.599998,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7,"1,984",L,"2,476",43.062099,141.3544,matched (3)
Hokkaido University,2022,145,145,51.400002,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7,"1,984",L,"2,476",43.062099,141.3544,matched (3)
Hokkaido University,2020,132,132,52.900002,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7,"1,984",L,"2,476",43.062099,141.3544,matched (3)
Hokkaido University,2018,122,122,59,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7,"1,984",L,"2,476",43.062099,141.3544,matched (3)
Hokkaido University,2017,130,130,57.799999,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,https://www.topuniversities.com/sites/default/files/hokkaido-university_266_small.jpg,Public,Very High,7,"1,984",L,"2,476",43.062099,141.3544,matched (3)
University of Washington,2019,66,66,67.800003,https://www.topuniversities.com/universities/university-washington,United States,Seattle,North America,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,Public,Very High,15,"7,362",XL,"2,796",47.621101,-122.3244,matched (3)
University of Washington,2021,72,72,66.099998,https://www.topuniversities.com/universities/university-washington,United States,Seattle,North America,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,Public,Very High,15,"7,362",XL,"2,796",47.621101,-122.3244,matched (3)
University of Washington,2022,85,85,65,https://www.topuniversities.com/universities/university-washington,United States,Seattle,North America,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,Public,Very High,15,"7,362",XL,"2,796",47.621101,-122.3244,matched (3)
University of Washington,2017,59,59,73.900002,https://www.topuniversities.com/universities/university-washington,United States,Seattle,North America,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,Public,Very High,15,"7,362",XL,"2,796",47.621101,-122.3244,matched (3)
University of Washington,2020,68,68,67.900002,https://www.topuniversities.com/universities/university-washington,United States,Seattle,North America,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,Public,Very High,15,"7,362",XL,"2,796",47.621101,-122.3244,matched (3)
University of Washington,2018,61,61,72.900002,https://www.topuniversities.com/universities/university-washington,United States,Seattle,North America,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,Public,Very High,15,"7,362",XL,"2,796",47.621101,-122.3244,matched (3)
Tohoku University,2022,82,82,65.199997,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5,"1,872",L,"3,323",38.268223,140.86942,master only (1)
Tohoku University,2020,82,82,63.700001,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5,"1,872",L,"3,323",38.268223,140.86942,master only (1)
Tohoku University,2018,76,76,69,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5,"1,872",L,"3,323",38.268223,140.86942,master only (1)
Tohoku University,2017,75,75,68.699997,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5,"1,872",L,"3,323",38.268223,140.86942,master only (1)
Tohoku University,2019,77,77,64.300003,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5,"1,872",L,"3,323",38.268223,140.86942,master only (1)
Tohoku University,2021,79,79,64.300003,https://www.topuniversities.com/universities/tohoku-university,Japan,Sendai City,Asia,https://www.topuniversities.com/sites/default/files/tohoku-university_611_small.jpg,Public,Very High,5,"1,872",L,"3,323",38.268223,140.86942,master only (1)
Korea University,2017,98,98,62.799999,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6,"3,325",L,"4,026",37.560001,126.99,matched (3)
Hanyang University,2022,156,156,49.799999,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg,Private,Very High,7,"3,455",L,"3,164",37.560001,126.99,matched (3)
Korea University,2022,74,74,66.300003,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6,"3,325",L,"4,026",37.560001,126.99,matched (3)
Yonsei University,2018,106,106,62.299999,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Private,Very High,6,"4,274",L,"3,605",37.560001,126.99,matched (3)
Seoul National University,2017,35,35,82.099998,https://www.topuniversities.com/universities/seoul-national-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,Public,Very High,7,"1,914",L,"3,859",37.560001,126.99,matched (3)
Yonsei University,2020,104,104,58.700001,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Private,Very High,6,"4,274",L,"3,605",37.560001,126.99,matched (3)
Hanyang University,2020,150,150,50.299999,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg,Private,Very High,7,"3,455",L,"3,164",37.560001,126.99,matched (3)
Korea University,2020,83,83,63.400002,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6,"3,325",L,"4,026",37.560001,126.99,matched (3)
Korea University,2021,69,69,67.099998,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6,"3,325",L,"4,026",37.560001,126.99,matched (3)
Seoul National University,2022,36,36,81.699997,https://www.topuniversities.com/universities/seoul-national-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,Public,Very High,7,"1,914",L,"3,859",37.560001,126.99,matched (3)
Korea University,2019,86,86,62.700001,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6,"3,325",L,"4,026",37.560001,126.99,matched (3)
Seoul National University,2021,37,37,79,https://www.topuniversities.com/universities/seoul-national-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,Public,Very High,7,"1,914",L,"3,859",37.560001,126.99,matched (3)
Hanyang University,2018,155,155,53.200001,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg,Private,Very High,7,"3,455",L,"3,164",37.560001,126.99,matched (3)
Yonsei University,2021,85,85,62.5,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Private,Very High,6,"4,274",L,"3,605",37.560001,126.99,matched (3)
Seoul National University,2020,37,37,79.599998,https://www.topuniversities.com/universities/seoul-national-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,Public,Very High,7,"1,914",L,"3,859",37.560001,126.99,matched (3)
Korea University,2018,90,90,65.5,https://www.topuniversities.com/universities/korea-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/korea-university_325_small.jpg,Private,Very High,6,"3,325",L,"4,026",37.560001,126.99,matched (3)
Yonsei University,2019,107,107,58.900002,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Private,Very High,6,"4,274",L,"3,605",37.560001,126.99,matched (3)
Yonsei University,2017,112,112,60.5,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Private,Very High,6,"4,274",L,"3,605",37.560001,126.99,matched (3)
Seoul National University,2018,36,36,81.5,https://www.topuniversities.com/universities/seoul-national-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,Public,Very High,7,"1,914",L,"3,859",37.560001,126.99,matched (3)
Hanyang University,2021,146,146,51.299999,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg,Private,Very High,7,"3,455",L,"3,164",37.560001,126.99,matched (3)
Yonsei University,2022,79,79,65.5,https://www.topuniversities.com/universities/yonsei-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,Private,Very High,6,"4,274",L,"3,605",37.560001,126.99,matched (3)
Seoul National University,2019,36,36,80.599998,https://www.topuniversities.com/universities/seoul-national-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/graduate-school-of-business-seoul-national-university_553_small.jpg,Public,Very High,7,"1,914",L,"3,859",37.560001,126.99,matched (3)
Hanyang University,2017,171,171,50.599998,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg,Private,Very High,7,"3,455",L,"3,164",37.560001,126.99,matched (3)
Hanyang University,2019,151,151,49.400002,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hanyang-university_250_small.jpg,Private,Very High,7,"3,455",L,"3,164",37.560001,126.99,matched (3)
Universiti Putra Malaysia (UPM),2022,143,143,52.200001,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,Malaysia,Seri Kembangan,Asia,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,Public,Very High,8,"5,040",L,"2,174",3.0220001,101.7055,master only (1)
Universiti Putra Malaysia (UPM),2021,132,132,52.700001,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,Malaysia,Seri Kembangan,Asia,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,Public,Very High,8,"5,040",L,"2,174",3.0220001,101.7055,master only (1)
Universiti Putra Malaysia (UPM),2020,159,159,48.400002,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,Malaysia,Seri Kembangan,Asia,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,Public,Very High,8,"5,040",L,"2,174",3.0220001,101.7055,master only (1)
Fudan University,2020,40,40,78.599998,https://www.topuniversities.com/universities/fudan-university,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/fudan-university_218_small.jpg,Public,Very High,6,"5,322",L,"4,526",31.1667,121.4667,matched (3)
